##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	subAmp-m89-1-minG-withNEP_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	10156924
Total Bases	1.5 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.00895517186109	37.0	37.0	37.0	37.0	37.0
2	36.426079588662866	37.0	37.0	37.0	37.0	37.0
3	36.440374467703016	37.0	37.0	37.0	37.0	37.0
4	36.538873580229605	37.0	37.0	37.0	37.0	37.0
5	36.573247471380114	37.0	37.0	37.0	37.0	37.0
6	36.57199167779537	37.0	37.0	37.0	37.0	37.0
7	36.74691117113803	37.0	37.0	37.0	37.0	37.0
8	36.45746172758603	37.0	37.0	37.0	37.0	37.0
9	36.62256328786156	37.0	37.0	37.0	37.0	37.0
10-14	36.463841158996566	37.0	37.0	37.0	37.0	37.0
15-19	36.62208391044375	37.0	37.0	37.0	37.0	37.0
20-24	36.41766144947034	37.0	37.0	37.0	37.0	37.0
25-29	36.492147642337386	37.0	37.0	37.0	37.0	37.0
30-34	36.50780098384117	37.0	37.0	37.0	37.0	37.0
35-39	36.42458409652371	37.0	37.0	37.0	37.0	37.0
40-44	36.03553999222599	37.0	37.0	37.0	37.0	37.0
45-49	36.418513321552865	37.0	37.0	37.0	37.0	37.0
50-54	36.32736468245701	37.0	37.0	37.0	37.0	37.0
55-59	36.284236822092986	37.0	37.0	37.0	37.0	37.0
60-64	36.328338028324325	37.0	37.0	37.0	37.0	37.0
65-69	36.173432763698926	37.0	37.0	37.0	37.0	37.0
70-74	36.42469105804081	37.0	37.0	37.0	37.0	37.0
75-79	36.134765249794135	37.0	37.0	37.0	37.0	37.0
80-84	36.260238769139164	37.0	37.0	37.0	37.0	37.0
85-89	36.305460235795806	37.0	37.0	37.0	37.0	37.0
90-94	36.363141951244295	37.0	37.0	37.0	37.0	37.0
95-99	36.11682473945852	37.0	37.0	37.0	37.0	37.0
100-104	36.06955418786239	37.0	37.0	37.0	37.0	37.0
105-109	35.79508441729011	37.0	37.0	37.0	37.0	37.0
110-114	36.2421227529122	37.0	37.0	37.0	37.0	37.0
115-119	35.96209297224239	37.0	37.0	37.0	37.0	37.0
120-124	36.12068065095299	37.0	37.0	37.0	37.0	37.0
125-129	36.12353996150803	37.0	37.0	37.0	37.0	37.0
130-134	35.87784114560669	37.0	37.0	37.0	37.0	37.0
135-139	35.86430935192584	37.0	37.0	37.0	37.0	37.0
140-144	35.71796059515656	37.0	37.0	37.0	34.6	37.0
145-149	35.78312004697485	37.0	37.0	37.0	34.6	37.0
150	36.158905983740745	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.08261763330031613
1101	2	-0.04875624552923341
1101	3	-0.012685231182906875
1101	4	-0.05750778068176032
1101	5	-0.04164612054388783
1101	6	-0.028525724204754965
1101	7	0.004509138963705084
1101	8	-0.07310899425195316
1101	9	-0.03748850822748295
1101	10-14	0.005659729287764037
1101	15-19	-0.011075166403337278
1101	20-24	0.07152591471073322
1101	25-29	-0.010000316581809443
1101	30-34	0.024099839212063046
1101	35-39	-0.029266357253149522
1101	40-44	0.01840857733829182
1101	45-49	0.032442546965455676
1101	50-54	-0.03526985811463135
1101	55-59	-0.07942946009160323
1101	60-64	-0.03787560648734711
1101	65-69	0.025352192300218235
1101	70-74	-0.028016713988378683
1101	75-79	-0.02282830082552323
1101	80-84	-0.0369689529080901
1101	85-89	-0.06334691804155312
1101	90-94	0.024017398826828185
1101	95-99	0.03864283779063982
1101	100-104	-0.0120343906828424
1101	105-109	-0.012694892764493204
1101	110-114	0.021733293005404164
1101	115-119	0.03278627255722455
1101	120-124	-0.03372753343199264
1101	125-129	-0.10552320805185644
1101	130-134	0.053074256681057363
1101	135-139	-0.0977131769777202
1101	140-144	0.018019922078195805
1101	145-149	0.13402256659321665
1101	150	0.19552808261892807
1102	1	-0.29495391715200014
1102	2	-0.210897709179811
1102	3	-0.2532739375230335
1102	4	-0.08388509232420915
1102	5	0.09863678525987041
1102	6	-0.148235616771494
1102	7	-0.0891109697056578
1102	8	-0.0954824148647333
1102	9	-0.08591086767478373
1102	10-14	-0.06839677663208477
1102	15-19	0.003956676622635769
1102	20-24	0.11239526962745572
1102	25-29	0.005550151255398816
1102	30-34	0.05629434770084174
1102	35-39	0.0235411496394633
1102	40-44	0.134707047260747
1102	45-49	-0.03298844906289844
1102	50-54	-0.023719734235854162
1102	55-59	0.03188290252656145
1102	60-64	0.020630646569316013
1102	65-69	0.04132110705764802
1102	70-74	0.04486807606262744
1102	75-79	0.06278596055063446
1102	80-84	0.025694360163939223
1102	85-89	0.03119026977586259
1102	90-94	0.09915124702293099
1102	95-99	0.07642602574779289
1102	100-104	0.05548314313526248
1102	105-109	-0.06810723979705102
1102	110-114	0.1483810419587499
1102	115-119	0.012050094042798776
1102	120-124	-0.07690216219874202
1102	125-129	-0.06834388210288722
1102	130-134	0.15250425308023807
1102	135-139	-0.07374497163453952
1102	140-144	0.12318241556178577
1102	145-149	0.01943297885962636
1102	150	0.21000658253024795
1103	1	0.22523034257111618
1103	2	0.1272522808414891
1103	3	0.11925327988633683
1103	4	0.05028889544882986
1103	5	-0.1232666616677065
1103	6	-0.03692384557287198
1103	7	0.08560341550469275
1103	8	0.04523596997090351
1103	9	6.227768310225201E-4
1103	10-14	0.039646868973420624
1103	15-19	0.08293355455260354
1103	20-24	0.022904020335126063
1103	25-29	-0.010369497820249762
1103	30-34	0.04280054060334493
1103	35-39	0.04626879633651981
1103	40-44	0.04469120353122946
1103	45-49	0.03395925033797198
1103	50-54	0.15184117044517365
1103	55-59	0.01229288448345045
1103	60-64	-0.029090968106295634
1103	65-69	0.03323713936418926
1103	70-74	0.0398917601981168
1103	75-79	0.09941438232782218
1103	80-84	0.01439358589838946
1103	85-89	-0.059148476492303814
1103	90-94	0.08511362122006005
1103	95-99	0.05606882906968025
1103	100-104	0.04225700953474387
1103	105-109	0.10031136049701672
1103	110-114	0.08501329229781618
1103	115-119	0.04321002610618763
1103	120-124	-0.004240619288303549
1103	125-129	-0.0380081498089595
1103	130-134	-0.017889559312074255
